rank	frequency	lemma	printed	part_of_speech	cell	gloss	semantic_candidate_id	attestation_candidate_id	passage	context	decision	review_reason
332	23	смиренїе	смире́нїе	unknown	untyped	униженность, бедность, убожество, 2. поражение, унижение, 3. мир, примирение, 4. смирение (добродетель)	synodal:candidate:f7833dd4d857dcfa1de4f660	synodal:candidate:ab9c9e1fa4d1871a4e6f468c	Deut.26.7	и҆ возопи́хомъ ко гдⷭ҇ꙋ бг҃ꙋ ѻ҆тє́цъ на́шихъ, и҆ ᲂу҆слы́ша гдⷭ҇ь во́пль на́шъ и҆ ви́дѣ смире́нїе на́ше и҆ трꙋ́дъ на́шъ и҆ ско́рбь на́шꙋ,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
333	23	холмъ	хо́лмъ	unknown	untyped	холм, куча, возвышенное место	synodal:candidate:c7516f428b498e36b8f986b8	synodal:candidate:1b93665e07695c6bc0cd08bd	Ezek.20.28	и҆ введо́хъ ѧ҆̀ въ зе́млю, въ ню́же воздвиго́хъ рꙋ́кꙋ мою̀, є҆́же да́ти ю҆̀ и҆̀мъ: и҆ ви́дѣша всѧ́къ хо́лмъ высо́къ и҆ всѧ́ко дре́во присѣ́нное, и҆ пожро́ша та́мѡ богѡ́мъ свои̑мъ и҆ ᲂу҆чини́ша та́мѡ ꙗ҆́рость дарѡ́въ свои́хъ, и҆ положи́ша та́мѡ воню̀ благово́нїѧ своегѡ̀ и҆ возлїѧ́ша та́мѡ возлїѧ̑нїѧ своѧ̑.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
334	22	львѡвъ	львѡ́въ	adjective	lexical-form	lion's	synodal:candidate:f6598ce25bf6e61f4c6f6fb0	synodal:candidate:abb0c7dc2cb75d42aa1c0725	Dan.14.32	Бѧ́хꙋ же въ ро́вѣ се́дмь львѡ́въ, и҆ даѧ́хꙋ и҆̀мъ на де́нь два̀ тѣ̑ла и҆ двѣ̀ ѻ҆́вцы: тогда́ же не да́ша и҆̀мъ, да снѣдѧ́тъ данїи́ла.	blocked-ambiguous-homograph	surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
335	22	адамъ	а҆да́мъ	unknown	untyped	Адам	synodal:candidate:cbaf4a3e8507e63e97a28506	synodal:candidate:1c6b74a80c8affdadc941cbf	Gen.2.19	И҆ созда̀ бг҃ъ є҆щѐ ѿ землѝ всѧ̑ ѕвѣ̑ри сє́льныѧ и҆ всѧ̑ пти̑цы небє́сныѧ, и҆ приведѐ ѧ҆̀ ко а҆да́мꙋ ви́дѣти, что̀ нарече́тъ ѧ҆̀: и҆ всѧ́ко є҆́же а҆́ще наречѐ а҆да́мъ дꙋ́шꙋ жи́вꙋ, сїѐ и҆́мѧ є҆мꙋ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
336	22	входъ	вхо́дъ	unknown	untyped	вхождение, приход	synodal:candidate:21c1b29a9ea4653d81d6e2df	synodal:candidate:cf670b4d742af22a9990ce0d	Dan.14.13	Ті́и же пренебрега́хꙋ, поне́же сотвори́ша под̾ трапе́зою сокрове́нъ вхо́дъ и҆ вхожда́хꙋ тѣ́мъ всегда̀ и҆ и҆з̾ѧда́хꙋ та̑ѧ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
337	22	дыханїе	дыха́нїе	unknown	untyped	дышащее существо	synodal:candidate:03dcbd59260ea45077441d1c	synodal:candidate:0a50b4711362520b87db7c78	Acts.17.25	ни ѿ рꙋ́къ человѣ́ческихъ ᲂу҆гождє́нїѧ прїе́млетъ, тре́бꙋѧ что̀, са́мъ даѧ̀ всѣ̑мъ живо́тъ и҆ дыха́нїе и҆ всѧ̑:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
338	22	илій	и҆лі́й	unknown	untyped	Илий	synodal:candidate:1e54bd92d95d00cde49359b3	synodal:candidate:1f7224dc7fc0176365a8b628	I_Kings.1.3	И҆ восхожда́ше человѣ́къ ѿ днѐ до днѐ и҆з̾ гра́да своегѡ̀ а҆рмаѳе́ма покланѧ́тисѧ и҆ жре́ти гдⷭ҇ꙋ бг҃ꙋ саваѡ́ѳꙋ въ силѡ́мъ. И҆ та́мѡ бѣ̀ и҆лі́й и҆ два̀ сы̑на є҆гѡ̀ ѻ҆фні̀ и҆ фїнее́съ, жерцы̀ гдⷭ҇ни.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
339	22	книгѡчїѧ	книгѡ́чїѧ	unknown	untyped	учёный человек вообще	synodal:candidate:b8d3aceead8b7f5f82116206	synodal:candidate:d275695b3cbc0cc7546e96fe	Deut.20.8	И҆ да приложа́тъ книгѡ́чїѧ глаго́лати къ лю́демъ, и҆ да рекꙋ́тъ: кі́й человѣ́къ страшли́въ и҆ сла́бъ се́рдцемъ; да и҆́детъ, и҆ возврати́тсѧ въ до́мъ сво́й, да не ᲂу҆страши́тъ се́рдца бра́та своегѡ̀, а҆́ки се́рдце своѐ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
340	22	книжникъ	кни̑жникъ	unknown	untyped	Толкователь закона, ученый человек	synodal:candidate:106cc61b396aab982d81b5c7	synodal:candidate:4f8fac0349731ddcdaabeb4b	I_Macc.7.12	И҆ собра́шасѧ ко а҆лкі́мꙋ и҆ вакхі́дꙋ собра̑нїѧ кни̑жникъ и҆зыска́ти пра́вєднаѧ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
341	22	копїе	копїѐ	unknown	untyped	нож для резки просфор на проскомидии	synodal:candidate:366a5125e74f5859bdc734ef	synodal:candidate:a3a43aa36c302443d5fd6f3c	II_Kings.1.6	И҆ речѐ ѻ҆́трокъ возвѣща́ѧй є҆мꙋ̀: по слꙋ́чаю прїидо́хъ въ го́рꙋ гелвꙋ́йскꙋю, и҆ сѐ, саꙋ́лъ напада́ше на копїѐ своѐ, и҆ сѐ, колєсни́цы и҆ вельмѡ́жи собра́шасѧ на́нь:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
342	22	лꙋкавый	лꙋка́вый	unknown	untyped	подлый, дурной, низкий, 2. дьявол	synodal:candidate:3831d86ec5adcc36e2092d79	synodal:candidate:90684bd33f3e4ce644ac40e3	Acts.19.15	Ѿвѣща́въ же дꙋ́хъ лꙋка́вый речѐ: і҆и҃са зна́ю и҆ па́ѵла свѣ́мъ, вы́ же кто̀ є҆стѐ;	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
343	22	покаѧнїе	покаѧ́нїе	unknown	untyped	таинство покаяния, исповедь	synodal:candidate:f081bbfdca3651e8eadacd4d	synodal:candidate:e0ba9388dfb68f0fb19bedfb	Acts.11.18	Слы́шавше же сїѧ̑ ᲂу҆молко́ша и҆ сла́влѧхꙋ бг҃а, глаго́люще: ᲂу҆́бѡ и҆ ꙗ҆зы́кѡмъ бг҃ъ покаѧ́нїе дадѐ въ живо́тъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
344	22	ратовати	ра́товати	unknown	untyped	сражаться	synodal:candidate:355f238006d38d76fa580236	synodal:candidate:b42693a029af9c8dd2946bd7	Esther.8.13	Списа́нїе же є҆пїсто́лїи си́це бѣ̀: ца́рь вели́кїй а҆ртаѯе́рѯъ сꙋ́щымъ ѿ і҆нді́и да́же до є҆ѳїо́пїи сто̀ два́десѧти и҆ седми́мъ нача́льствѡмъ страна́ми ѡ҆блада́ющымъ и҆ вла́стелємъ на́мъ доброжела́тельствꙋющымъ, ра́доватисѧ. Мно́зи мно́жайшею благодѣ́тельствꙋющихъ бла́гостїю частѣ́е чествꙋ́еми па́че мѣ́ры возгордѣ́шасѧ, и҆ не то́чїю подчине́нныхъ на́мъ и҆́щꙋтъ ѡ҆ѕло́бити, но дово́льства не могꙋ́ще снестѝ, и҆ свои̑мъ благодѣ́телємъ начина́ютъ кова́рствовати: и҆ благодаре́нїе не то́кмѡ ѿ человѣ̑къ ѿе́млюще, но є҆щѐ (по ѡ҆бы́чаю) не прїѧ́вшихъ благодѣѧ́нїй киче́ньми возне́сшесѧ, всѧ̑ прⷭ҇нѡ назира́ющагѡ бг҃а ненави́дѧщагѡ ѕла̀ мнѧ́тъ и҆збѣжа́ти сꙋда̀. Мно́гажды же и҆ мно́гихъ ѿ поста́вленныхъ на власте́хъ, и҆̀мже ᲂу҆вѣ́рисѧ дрꙋгѡ́въ ᲂу҆строѧ́ти дѣла̀, ласка́тельство крове́й непови́нныхъ вино́вными поставлѧ́ѧ, подве́рже неꙋврачєва́ннымъ ѕлы̑мъ, ѕлонра́вїѧ ло́жнымъ прельще́нїемъ тѣ́хъ, и҆̀же прельща́ютъ неѕлоби́вое благосе́рдїе владѣ́ющихъ. Ви́дѣти же лѣ́ть є҆́сть на́мъ взыскꙋ́ющымъ не толи́кѡ ѿ дре́внихъ, ꙗ҆́коже преда́хомъ, і҆сто́рїй, є҆ли́кѡ ѿ тѣ́хъ, ꙗ҆́же сꙋ́ть при нога́хъ непрепо́добнѡ содѣ̑ланнаѧ гꙋби́тельствомъ недосто́йнѡ владѣ́ющихъ. Сегѡ̀ ра́ди внима́ти надлежи́тъ по си́хъ, во є҆́же ца́рство безмѧте́жно всѣ̑мъ человѣ́кѡмъ съ ми́ромъ ᲂу҆стро́ити, не ᲂу҆потреблѧ́юще премѣне́нїй, приходѧ̑щаѧ же пред̾ ѻ҆чеса̀ всегда̀ съ прили́чнымъ предваре́нїемъ разсꙋжда́юще. Є҆гда́ бо а҆ма́нъ а҆мадаѳꙋ́евъ македо́нѧнинъ, и҆́стиннѡ чꙋ́ждь пе́рсскїѧ кро́ве и҆ мно́гѡ ѿстоѧ́щь ѿ на́шеѧ бла́гости, страннолю́бнѡ прїѧ́тый ѿ на́съ, толи́кое человѣколю́бїе, є҆́же ко всѧ́комꙋ ꙗ҆зы́кꙋ и҆мѣ́емъ, полꙋчѝ, ꙗ҆́кѡ нарица́тисѧ є҆мꙋ̀ ѻ҆тце́мъ на́шимъ, и҆ покланѧ́емомꙋ ѿ всѣ́хъ, второ́е ца́рскагѡ престо́ла лицѐ содержа́ти: неꙋмѣ́рителенъ же въ го́рдости прилѣ́жнѡ и҆ска́лъ, ка́кѡ бы на́съ ѡ҆́бласти и҆ живота̀ лиши́ти, кꙋ́пнѡ же на́шего блюсти́телѧ и҆ всегда́шнѧго благодѣ́телѧ мардохе́а и҆ непоро́чнꙋю ца́рства соѻ́бщницꙋ є҆сѳи́рь со всѣ́мъ и҆́хъ пле́менемъ многоплете́нными хи́тростей прельще́ньми и҆́щꙋщь на погꙋбле́нїе: си́ми бо ѡ҆́бразы возмнѣ̀ на́съ лиши́въ блюсти́телей взѧ́ти, и҆ вла́сть пе́рсскꙋю ко македо́нѧнѡмъ пренестѝ. Мы́ же і҆ꙋде́ѡвъ, ѿ трегꙋби́тельнагѡ сегѡ̀ въ погꙋбле́нїе пре́данныхъ, ѡ҆брѣта́емъ не ѕлотво́рныхъ, но пра́веднѣйшими ᲂу҆правлѧ́емыхъ закѡ́ны, и҆ сꙋ́щихъ сынѡ́въ вы́шнѧгѡ, превелича́йнагѡ жива́гѡ бг҃а, ᲂу҆правлѧ́ющагѡ на́мъ же и҆ прароди́телємъ на́шымъ ца́рствїе въ до́брѣйшемъ состоѧ́нїи. До́брѣ ᲂу҆̀бо сотвори́те не ᲂу҆потреблѧ́юще ѿ а҆ма́на а҆мадаѳꙋ́ева по́сланныхъ писа́нїй, поне́же ѻ҆́нъ сїѧ̑ содѣ́лавый при вратѣ́хъ сꙋ́сскихъ со всѣ́мъ до́момъ свои́мъ повѣ́шенъ є҆́сть, досто́йный є҆мꙋ̀ вско́рѣ сꙋ́дъ возда́вшемꙋ всѣ́ми владѣ́ющемꙋ бг҃ꙋ. Списа́нїе же є҆пїсто́лїи сеѧ̀ предложи́вше на всѧ́цѣмъ мѣ́стѣ со дерзнове́нїемъ, ѡ҆ста́вите і҆ꙋде́ѡвъ ᲂу҆потреблѧ́ти своѧ̑ зако́ны, спомоществꙋ́юще и҆̀мъ, ꙗ҆́кѡ да во вре́мѧ ско́рби воста́вшымъ на ни́хъ ѿмстѧ́тъ въ третїйна́десѧть де́нь вторагѡна́десѧть мцⷭ҇а а҆да́ра въ са́мый то́й де́нь: въ се́й бо (де́нь) всемогꙋ́щїй бг҃ъ вмѣ́стѡ погꙋбле́нїѧ и҆збра́ннагѡ ро́да сотворѝ и҆̀мъ весе́лїе. И҆ вы̀ ᲂу҆̀бо во и҆мени́тыхъ ва́шихъ пра́здницѣхъ знамени́тый де́нь со всѧ́кою ра́достїю провожда́йте, да и҆ нн҃ѣ, и҆ по си́хъ спасе́нїе на́мъ ᲂу҆́бѡ и҆ доброжела́тєльнымъ пе́рсѡмъ бꙋ́детъ, навѣтꙋ́ющымъ же на́съ въ па́мѧть погꙋбле́нїѧ. Всѧ́къ же гра́дъ и҆лѝ страна̀, ꙗ҆́же по си̑мъ не сотвори́тъ, всѧ́чески мече́мъ и҆ ѻ҆гне́мъ съ толи́кимъ потреби́тсѧ гнѣ́вомъ, ꙗ҆́кѡ не то́кмѡ человѣ́кѡмъ непрохо́дна, но и҆ ѕвѣрє́мъ и҆ пти́цамъ во всѧ́кое вре́мѧ ме́рзостнѣйша ѡ҆ста́витсѧ. И҆ списа́нїѧ сїѧ̑ да предложа́тсѧ ѻ҆чеви́днѡ во все́мъ ца́рствѣ, є҆́же готѡ́вымъ бы́ти всѣ̑мъ і҆ꙋде́ѡмъ на се́й де́нь ра́товати свои́хъ проти́вныхъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
