candidate_id	decision	linked_lexeme_id	admitted_class	admitted_stem	gender	aspect	number_restriction	animacy	stem_alternants	principal_parts	accent_metadata	positional_metadata	abbreviation_metadata	normative_source	normative_citation	target_evidence	semantic_evidence	confidence_bp	assumptions	review_note
synodal:family-candidate:403ac97b019a3856f8bc135c	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.7.58		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:406326a6dec7e7ef741531a1	deferred	synodal:noun:dom														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.7.3,Acts.8.3	synodal:noun:dom	1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:409e614ca658d0a76ee9c3f8	admitted	synodal:adverb:vsegda	exact-indeclinable-adverb	not-inferred			indeclinable				final grave accent	preserve exact whole-token spelling		alypy-gamanovich-grammar-web-2023	§108	ponomar-acts-10-2-vsegda-indeclinable	alypy-108-vsegda-adverb,sense:v18:adverb:vsegda	10000	The admission is one exact invariant adverb and does not license productive analysis of other -гда words.	Admitted after Alypy explicitly classified всегда̀ as a temporal adverb and a disjoint locked source passage confirmed its exact target spelling and accent.
synodal:family-candidate:4137b69cb3277601fc32270c	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.8.30 supplies a evaluation-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Apoc.3.20 supplies a source-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Baruch.2.16 supplies a evaluation-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces ᲂу҆слы́ша, ᲂу҆слы́шитъ, ᲂу҆слы́ши. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:41b36de09a6f6a10b77b71a7	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.22.4		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:4257c6b32aa2b061b00607f9	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.18.5,Composite.3.20		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:43b2eba3e88f0ca19fb434f1	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Apoc.7.1 supplies a evaluation-partition target-recension surface occurrence		1000	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces дре́во. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:44017a4b80dcd81b10262a27	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.2.13 supplies a evaluation-partition target-recension surface occurrence		1000	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces глаго́лахꙋ. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:444cdb66036480cd474abc63	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.21.36 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces возмѝ. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:4462e12b6684965c35e15d66	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.4.10		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: the target corpus establishes the exact marked surface, but the semantic expansion, every compatible typed cell, mark order, positional restrictions, and reverse-registry behavior are not jointly established by independent target-recension evidence.
synodal:family-candidate:451afeb08386100a41ef3c0f	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.5.10,Acts.7.46		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:453cf40fa33e0daffcb65b08	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.35,Baruch.5.6		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:462166965af39ba5dacb2ca1	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.4.1 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces свѧще́нницы. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:46263e79c49ff5526b9e88a7	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Apoc.11.6 supplies target-recension surface evidence		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: всѧ́кое and всѧ́кою are frequent target surfaces, but corpus grouping does not independently establish the lexeme identity, adjectival paradigm, exact cells, accent behavior, or every reverse-registry analysis needed for a safe admission.
synodal:family-candidate:484ae543c6f76fddf6816e62	deferred															english-wiktionary-ocs-kaikki-2026-08-07:synodal:candidate:c5c7fa561f4f24f46488a1b4 supplies an OCS dictionary identity/form candidate (light; world); ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.22.11 supplies target-recension surface evidence		5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: a spelling relationship is diagnostic only; exact target identity, printed accent or positional behavior, and every compatible typed cell are not independently cited together.
synodal:family-candidate:493382c8e21e7e8ae31839e8	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.5.14		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:49b4e5169ccbc8ffdbfd2237	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.11	synodal:candidate:c95238e9e7792196d81f45ba,synodal:candidate:d6046a6ebb10cf7678c8c472	2500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: multiple lexical identities or grammatical cells remain compatible. Corpus frequency and OCS dictionary candidates cannot resolve the target-recension ambiguity; all candidates must remain visible.
synodal:family-candidate:4a9523e5197c12fe29f64084	deferred	synodal:noun:glava														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.21.24,Acts.4.11,Apoc.10.1	synodal:noun:glava	1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:4b5d1b78a60160742144c55e	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.21	synodal:candidate:994655622fc975620bcef196	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
synodal:family-candidate:4cab5fe367f6a33f136b506e	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Ezek.34.24		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
